Rainmm,WindSpeedkmPerH,TemperatureDegreeCelcius,CloudCoverPercentage,Snowfallcm
0.0,11.6,19.8,100.0,0.0
0.0,8.3,0.1,59.0,0.0
0.0,5.0,11.1,18.0,0.0
0.0,0.0,8.9,57.0,0.0
0.0,15.8,-4.2,98.0,0.0
0.2,13.3,9.5,95.0,0.0
0.0,9.1,8.3,71.0,0.0
0.0,3.9,8.1,1.0,0.0
0.0,12.5,-1.5,15.0,0.0
0.0,5.8,13.4,28.0,0.0
0.0,16.9,10.7,99.0,0.0
0.0,14.8,12.8,97.0,0.0
0.0,9.6,8.6,95.0,0.0
0.0,22.2,3.6,0.0,0.0
0.0,17.9,-2.1,10.0,0.0
0.0,4.8,12.2,16.0,0.0
0.0,17.6,12.8,100.0,0.0
0.0,8.8,2.3,67.0,0.0
0.0,24.8,0.5,100.0,0.0
0.0,4.4,12.5,4.0,0.0
0.0,13.9,10.8,98.0,0.0
0.0,20.2,-2.6,100.0,0.0
0.0,20.4,12.3,75.0,0.0
6.1,18.1,8.0,100.0,0.0
0.0,7.8,20.4,100.0,0.0
0.0,14.4,19.0,97.0,0.0
0.0,23.2,-1.8,100.0,0.0
0.0,4.5,-11.2,11.0,0.0
0.0,17.9,3.2,3.0,0.0
0.0,12.3,-2.4,92.0,0.0
0.0,19.8,4.5,0.0,0.0
0.0,18.2,-0.7,100.0,0.0
0.0,8.2,3.4,40.0,0.0
0.0,8.8,10.8,98.0,0.0
0.0,7.2,5.5,36.0,0.0
0.0,6.9,15.2,100.0,0.0
0.0,14.6,13.7,98.0,0.0
0.0,7.1,6.3,6.0,0.0
0.0,5.9,2.7,71.0,0.0
0.0,0.0,13.8,63.0,0.0
0.0,13.5,-11.2,97.0,0.7
0.0,20.2,19.1,96.0,0.0
0.0,8.8,12.8,71.0,0.0
0.0,6.8,-1.5,15.0,0.0
0.0,3.9,0.6,29.0,0.0
0.0,6.7,3.9,45.0,0.0
0.0,17.2,6.6,39.0,0.0
0.0,10.9,-6.2,85.0,0.0
0.0,12.4,-0.7,95.0,0.0
0.0,17.0,2.3,99.0,0.0
0.0,3.8,-4.2,75.0,0.0
0.0,11.6,-1.4,23.0,0.0
0.0,24.3,-11.2,100.0,0.0
0.0,18.5,29.0,32.0,0.0
0.0,16.1,-1.2,98.0,0.0
0.0,7.1,5.5,28.0,0.0
0.0,32.1,-9.4,100.0,0.0
0.0,5.8,9.7,27.0,0.0
0.0,21.3,-4.4,100.0,0.0
0.0,15.5,-5.4,94.0,0.7
0.0,0.0,7.4,96.0,0.0
0.0,17.7,11.5,100.0,0.0
0.0,14.4,3.5,96.0,0.0
0.0,16.3,2.1,0.0,0.0
0.0,8.2,14.5,53.0,0.0
0.0,7.9,13.2,53.0,0.0
0.0,20.1,7.8,100.0,0.0
0.0,11.7,16.9,100.0,0.0
0.0,5.1,1.9,20.0,0.0
0.1,20.1,2.7,69.0,0.0
0.0,25.0,18.7,100.0,0.0
0.0,32.1,11.5,99.0,0.0
0.0,13.2,6.3,43.0,0.0
0.0,10.8,19.6,98.0,0.0
0.0,9.0,-0.6,71.0,0.7
0.0,9.4,13.3,0.0,0.0
0.0,8.0,3.5,66.0,0.0
0.0,10.8,11.5,99.0,0.0
0.0,17.4,4.7,100.0,0.0
0.0,6.0,20.7,16.0,0.0
0.0,11.4,13.0,90.0,0.0
0.0,13.0,0.3,7.0,0.0
0.0,5.1,4.1,100.0,0.0
0.0,6.0,2.0,32.0,0.0
0.0,10.6,10.6,98.0,0.0
0.1,32.1,3.3,100.0,0.0
0.0,21.9,-4.7,100.0,0.0
0.0,6.0,5.3,31.0,0.0
0.0,13.6,29.0,98.0,0.0
0.0,21.1,2.2,45.0,0.0
0.0,4.4,8.9,14.0,0.0
0.0,19.8,6.8,100.0,0.0
0.0,15.1,29.0,98.0,0.0
0.0,9.4,-1.3,73.0,0.0
0.0,13.9,-2.1,98.0,0.0
0.0,7.1,14.1,53.0,0.0
0.0,17.4,12.4,99.0,0.0
0.0,9.6,12.7,0.0,0.0
0.0,6.7,-3.5,97.0,0.0
0.1,32.1,17.5,100.0,0.0
0.0,13.5,9.2,96.0,0.0
0.0,17.4,-2.1,10.0,0.0
0.0,5.1,-6.1,39.0,0.0
0.0,17.9,-0.2,100.0,0.1
0.0,6.2,-2.1,10.0,0.0
0.0,0.0,0.6,100.0,0.0
0.0,16.8,29.0,99.0,0.0
0.0,8.3,2.1,65.0,0.0
0.9,18.1,0.7,43.0,0.0
0.0,17.4,-1.3,16.0,0.0
0.0,24.7,13.4,0.0,0.0
0.0,10.9,-6.2,78.0,0.7
0.0,7.9,3.5,95.0,0.0
0.0,12.4,9.1,93.0,0.0
0.0,11.1,2.7,69.0,0.0
0.0,6.4,18.0,20.0,0.0
0.0,13.3,8.2,98.0,0.0
0.0,6.5,12.8,17.0,0.0
0.0,12.0,8.6,0.0,0.0
0.0,8.2,21.5,68.0,0.0
0.0,19.0,18.1,2.0,0.0
0.0,23.2,6.8,92.0,0.0
1.9,13.7,9.0,95.0,0.0
0.0,20.9,10.9,100.0,0.0
0.0,3.9,5.1,8.0,0.0
0.0,5.1,7.9,100.0,0.0
0.0,21.9,-1.4,22.0,0.0
0.0,12.5,2.5,93.0,0.0
0.0,23.4,4.2,21.0,0.0
0.0,9.5,-0.7,73.0,0.0
0.0,10.9,-11.2,0.0,0.0
0.0,5.9,-2.0,30.0,0.0
0.0,5.6,-2.5,63.0,0.0
0.0,32.1,12.2,100.0,0.0
0.0,21.3,8.1,100.0,0.0
0.0,20.3,3.6,31.0,0.0
0.0,17.8,14.0,5.0,0.0
0.0,5.3,-3.9,100.0,0.0
0.0,13.5,9.5,97.0,0.0
0.0,17.6,5.0,100.0,0.0
0.0,7.0,13.7,100.0,0.0
0.0,2.7,12.6,2.0,0.0
0.0,13.3,16.9,100.0,0.0
0.0,3.6,6.9,1.0,0.0
0.0,16.4,11.7,100.0,0.0
0.0,10.2,12.4,77.0,0.0
0.0,11.3,8.0,94.0,0.0
0.0,8.9,12.9,72.0,0.0
0.0,10.8,14.3,88.0,0.0
0.0,9.5,-2.4,11.0,0.0
0.0,7.5,-11.2,71.0,0.0
0.1,12.4,6.7,91.0,0.0
0.0,15.2,4.4,37.0,0.0
0.0,6.8,-0.9,47.0,0.0
0.0,19.3,14.6,23.0,0.0
0.0,22.3,15.1,41.0,0.0
0.0,5.1,11.0,6.0,0.0
0.0,14.4,6.9,100.0,0.0
0.0,32.1,4.0,6.0,0.0
0.0,11.4,4.8,78.0,0.0
0.0,20.2,6.5,100.0,0.0
0.0,17.4,3.9,1.0,0.0
0.0,11.5,-0.8,84.0,0.0
0.0,8.4,-11.2,68.0,0.0
0.0,20.5,-0.6,83.0,0.0
0.0,16.1,0.1,33.0,0.0
0.0,5.1,14.4,6.0,0.0
0.0,18.1,11.2,2.0,0.0
0.0,16.9,13.4,99.0,0.0
0.0,13.8,8.2,96.0,0.0
0.0,11.5,7.8,93.0,0.0
0.0,8.9,0.8,44.0,0.0
0.0,20.1,7.6,44.0,0.0
0.0,3.2,10.4,93.0,0.0
0.0,7.4,5.8,33.0,0.0
0.0,29.4,15.9,100.0,0.0
0.0,7.9,16.1,100.0,0.0
0.0,12.0,6.7,92.0,0.0
0.0,19.4,0.5,28.0,0.0
0.0,14.8,25.2,97.0,0.0
0.0,15.9,13.0,98.0,0.0
0.0,19.5,1.7,99.0,0.0
0.0,2.8,-2.8,99.0,0.0
0.0,11.6,11.2,91.0,0.0
0.0,8.6,-5.5,64.0,0.7
0.0,2.3,12.9,0.0,0.0
0.0,18.4,3.5,99.0,0.0
0.0,21.0,-3.4,100.0,0.0
0.0,12.7,8.4,95.0,0.0
0.0,9.6,5.6,98.0,0.0
0.0,19.5,1.7,100.0,0.0
0.0,14.5,2.4,97.0,0.0
0.0,3.6,3.4,71.0,0.0
0.0,6.6,15.9,100.0,0.0
0.0,15.1,-3.5,3.0,0.0
0.0,8.1,18.9,100.0,0.0
0.0,7.4,-0.9,100.0,0.0
0.0,6.0,15.8,100.0,0.0
0.0,10.9,18.5,95.0,0.0
0.0,28.0,8.5,0.0,0.0
0.0,12.8,8.0,95.0,0.0
0.0,17.9,16.0,100.0,0.0
0.0,14.4,20.9,100.0,0.0
0.0,3.2,18.4,100.0,0.0
0.0,3.0,0.8,100.0,0.0
0.0,11.5,8.6,90.0,0.0
0.0,19.3,2.4,100.0,0.0
0.0,15.4,0.6,64.0,0.0
0.0,13.4,-0.8,22.0,0.0
0.0,7.2,1.9,96.0,0.0
0.0,4.6,12.1,89.0,0.0
0.0,9.2,-2.1,71.0,0.0
0.0,5.4,1.0,50.0,0.0
0.0,20.3,9.7,100.0,0.0
0.0,16.1,-0.0,98.0,0.0
0.0,25.1,1.3,100.0,0.0
0.0,21.3,20.8,100.0,0.0
0.0,15.1,14.0,100.0,0.0
0.0,2.9,6.0,77.0,0.0
0.0,20.9,1.7,60.0,0.0
0.0,2.3,4.5,77.0,0.0
0.0,21.9,19.0,74.0,0.0
0.0,7.6,14.6,34.0,0.0
0.0,12.8,11.9,96.0,0.0
0.0,13.6,-6.4,98.0,0.0
